항목,슈퍼캡 초장축 스타일 스페셜 (A/T),슈퍼캡 초장축 스마트 스페셜 (A/T),슈퍼캡 초장축 프리미엄 스페셜 (A/T)
전장,"5,105 mm","5,105 mm","5,105 mm"
전폭,"1,740 mm","1,740 mm","1,740 mm"
전고,"1,970 mm","1,970 mm","1,970 mm"
축거,"2,810 mm","2,810 mm","2,810 mm"
윤거 (전),"1,485 mm","1,485 mm","1,485 mm"
윤거 (후),"1,320 mm","1,320 mm","1,320 mm"
오버행 (전),"1,190 mm","1,190 mm","1,190 mm"
오버행 (후),"1,105 mm","1,105 mm","1,105 mm"
승차정원,3,3,3
공차중량,"1,915 kg","1,915 kg","1,915 kg"
